Case ID,Activity,Resource,Complete Timestamp,(case) AMOUNT_REQ,concept:name,lifecycle:transition
173715,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 09:59:43.080,45000,W_Completeren aanvraag,SCHEDULE
173712,W_Afhandelen leads\\START,10912,2011/10/01 10:08:36.700,30000,W_Afhandelen leads,START
173712,A_PREACCEPTED\\COMPLETE,10912,2011/10/01 10:10:24.737,30000,A_PREACCEPTED,COMPLETE
173712,W_Completeren aanvraag\\SCHEDULE,10912,2011/10/01 10:10:24.780,30000,W_Completeren aanvraag,SCHEDULE
173712,W_Afhandelen leads\\COMPLETE,10912,2011/10/01 10:10:25.759,30000,W_Afhandelen leads,COMPLETE
173706,W_Afhandelen leads\\START,10912,2011/10/01 10:15:43.883,18000,W_Afhandelen leads,START
173706,A_PREACCEPTED\\COMPLETE,10912,2011/10/01 10:16:48.956,18000,A_PREACCEPTED,COMPLETE
173706,W_Completeren aanvraag\\SCHEDULE,10912,2011/10/01 10:16:48.991,18000,W_Completeren aanvraag,SCHEDULE
173706,W_Afhandelen leads\\COMPLETE,10912,2011/10/01 10:16:49.843,18000,W_Afhandelen leads,COMPLETE
173709,W_Completeren aanvraag\\START,10912,2011/10/01 10:26:42.203,11000,W_Completeren aanvraag,START
173709,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 10:27:07.853,11000,W_Completeren aanvraag,COMPLETE
173718,A_SUBMITTED\\COMPLETE,112,2011/10/01 10:37:39.363,15000,A_SUBMITTED,COMPLETE
173718,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 10:37:39.657,15000,A_PARTLYSUBMITTED,COMPLETE
173718,A_PREACCEPTED\\COMPLETE,112,2011/10/01 10:38:20.967,15000,A_PREACCEPTED,COMPLETE
173718,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 10:38:21.403,15000,W_Completeren aanvraag,SCHEDULE
173718,W_Completeren aanvraag\\START,,2011/10/01 10:38:48.454,15000,W_Completeren aanvraag,START
173718,A_ACCEPTED\\COMPLETE,10862,2011/10/01 10:42:21.977,15000,A_ACCEPTED,COMPLETE
173718,A_FINALIZED\\COMPLETE,10862,2011/10/01 10:44:40.725,15000,A_FINALIZED,COMPLETE
173718,O_SELECTED\\COMPLETE,10862,2011/10/01 10:44:40.725,15000,O_SELECTED,COMPLETE
173718,O_CREATED\\COMPLETE,10862,2011/10/01 10:44:42.707,15000,O_CREATED,COMPLETE
173718,O_SENT\\COMPLETE,10862,2011/10/01 10:44:42.734,15000,O_SENT,COMPLETE
173718,W_Nabellen offertes\\SCHEDULE,,2011/10/01 10:44:42.811,15000,W_Nabellen offertes,SCHEDULE
173718,W_Completeren aanvraag\\COMPLETE,,2011/10/01 10:44:43.954,15000,W_Completeren aanvraag,COMPLETE
173718,W_Nabellen offertes\\START,,2011/10/01 10:44:54.041,15000,W_Nabellen offertes,START
173718,W_Nabellen offertes\\COMPLETE,,2011/10/01 10:44:58.974,15000,W_Nabellen offertes,COMPLETE
173718,W_Nabellen offertes\\START,,2011/10/01 10:45:27.286,15000,W_Nabellen offertes,START
173718,O_SELECTED\\COMPLETE,10862,2011/10/01 10:46:52.915,15000,O_SELECTED,COMPLETE
173718,O_CANCELLED\\COMPLETE,10862,2011/10/01 10:46:52.915,15000,O_CANCELLED,COMPLETE
173718,O_CREATED\\COMPLETE,10862,2011/10/01 10:46:54.210,15000,O_CREATED,COMPLETE
173718,O_SENT\\COMPLETE,10862,2011/10/01 10:46:54.233,15000,O_SENT,COMPLETE
173718,W_Nabellen offertes\\SCHEDULE,,2011/10/01 10:46:54.333,15000,W_Nabellen offertes,SCHEDULE
173718,W_Nabellen offertes\\COMPLETE,,2011/10/01 10:46:56.631,15000,W_Nabellen offertes,COMPLETE
173718,W_Nabellen offertes\\START,,2011/10/01 10:47:14.211,15000,W_Nabellen offertes,START
173718,W_Nabellen offertes\\COMPLETE,,2011/10/01 10:50:20.533,15000,W_Nabellen offertes,COMPLETE
173718,W_Nabellen offertes\\START,,2011/10/01 10:50:29.475,15000,W_Nabellen offertes,START
173718,W_Nabellen offertes\\COMPLETE,,2011/10/01 10:50:34.704,15000,W_Nabellen offertes,COMPLETE
173721,A_SUBMITTED\\COMPLETE,112,2011/10/01 11:07:34.279,9000,A_SUBMITTED,COMPLETE
173721,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 11:07:34.928,9000,A_PARTLYSUBMITTED,COMPLETE
173721,A_PREACCEPTED\\COMPLETE,112,2011/10/01 11:08:17.093,9000,A_PREACCEPTED,COMPLETE
173721,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 11:08:17.494,9000,W_Completeren aanvraag,SCHEDULE
173721,W_Completeren aanvraag\\START,10939,2011/10/01 11:09:08.607,9000,W_Completeren aanvraag,START
173721,A_ACCEPTED\\COMPLETE,10939,2011/10/01 11:18:36.318,9000,A_ACCEPTED,COMPLETE
173721,O_SELECTED\\COMPLETE,10939,2011/10/01 11:20:47.605,9000,O_SELECTED,COMPLETE
173721,A_FINALIZED\\COMPLETE,10939,2011/10/01 11:20:47.605,9000,A_FINALIZED,COMPLETE
173721,O_CREATED\\COMPLETE,10939,2011/10/01 11:20:49.026,9000,O_CREATED,COMPLETE
173721,O_SENT\\COMPLETE,10939,2011/10/01 11:20:49.058,9000,O_SENT,COMPLETE
173721,W_Nabellen offertes\\SCHEDULE,10939,2011/10/01 11:20:49.150,9000,W_Nabellen offertes,SCHEDULE
173721,W_Completeren aanvraag\\COMPLETE,10939,2011/10/01 11:20:50.335,9000,W_Completeren aanvraag,COMPLETE
173721,W_Nabellen offertes\\START,10939,2011/10/01 11:21:20.844,9000,W_Nabellen offertes,START
173721,W_Nabellen offertes\\COMPLETE,10939,2011/10/01 11:22:52.458,9000,W_Nabellen offertes,COMPLETE
173721,W_Nabellen offertes\\START,10939,2011/10/01 11:26:32.199,9000,W_Nabellen offertes,START
173694,W_Completeren aanvraag\\START,10912,2011/10/01 11:31:25.301,7000,W_Completeren aanvraag,START
173721,W_Nabellen offertes\\COMPLETE,10939,2011/10/01 11:32:54.371,9000,W_Nabellen offertes,COMPLETE
173694,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 11:35:59.637,7000,W_Completeren aanvraag,COMPLETE
173688,W_Completeren aanvraag\\START,,2011/10/01 11:36:46.437,20000,W_Completeren aanvraag,START
173691,W_Completeren aanvraag\\START,,2011/10/01 11:37:32.393,5000,W_Completeren aanvraag,START
173703,W_Completeren aanvraag\\START,10912,2011/10/01 11:37:46.748,13500,W_Completeren aanvraag,START
173703,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 11:40:24.141,13500,W_Completeren aanvraag,COMPLETE
173709,W_Completeren aanvraag\\START,10912,2011/10/01 11:40:40.141,11000,W_Completeren aanvraag,START
173688,A_ACCEPTED\\COMPLETE,10862,2011/10/01 11:42:43.308,20000,A_ACCEPTED,COMPLETE
173709,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 11:43:02.623,11000,W_Completeren aanvraag,COMPLETE
173691,W_Completeren aanvraag\\COMPLETE,,2011/10/01 11:43:13.178,5000,W_Completeren aanvraag,COMPLETE
173715,W_Completeren aanvraag\\START,,2011/10/01 11:44:00.187,45000,W_Completeren aanvraag,START
173688,O_SELECTED\\COMPLETE,10862,2011/10/01 11:45:09.243,20000,O_SELECTED,COMPLETE
173688,A_FINALIZED\\COMPLETE,10862,2011/10/01 11:45:09.243,20000,A_FINALIZED,COMPLETE
173688,O_CREATED\\COMPLETE,10862,2011/10/01 11:45:11.197,20000,O_CREATED,COMPLETE
173688,O_SENT\\COMPLETE,10862,2011/10/01 11:45:11.380,20000,O_SENT,COMPLETE
173688,W_Nabellen offertes\\SCHEDULE,,2011/10/01 11:45:11.554,20000,W_Nabellen offertes,SCHEDULE
173688,W_Completeren aanvraag\\COMPLETE,,2011/10/01 11:45:13.917,20000,W_Completeren aanvraag,COMPLETE
173715,W_Completeren aanvraag\\COMPLETE,,2011/10/01 11:46:06.342,45000,W_Completeren aanvraag,COMPLETE
173706,W_Completeren aanvraag\\START,10912,2011/10/01 11:49:28.183,18000,W_Completeren aanvraag,START
173706,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 11:50:14.483,18000,W_Completeren aanvraag,COMPLETE
173706,W_Completeren aanvraag\\START,10912,2011/10/01 11:50:21.451,18000,W_Completeren aanvraag,START
173724,A_SUBMITTED\\COMPLETE,112,2011/10/01 11:52:14.305,15000,A_SUBMITTED,COMPLETE
173724,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 11:52:14.576,15000,A_PARTLYSUBMITTED,COMPLETE
173724,W_Afhandelen leads\\SCHEDULE,112,2011/10/01 11:53:00.740,15000,W_Afhandelen leads,SCHEDULE
173706,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 11:53:55.769,18000,W_Completeren aanvraag,COMPLETE
173724,W_Afhandelen leads\\START,10912,2011/10/01 12:04:34.265,15000,W_Afhandelen leads,START
173727,A_SUBMITTED\\COMPLETE,112,2011/10/01 12:08:46.663,10000,A_SUBMITTED,COMPLETE
173727,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 12:08:46.803,10000,A_PARTLYSUBMITTED,COMPLETE
173727,A_DECLINED\\COMPLETE,112,2011/10/01 12:09:30.362,10000,A_DECLINED,COMPLETE
173724,W_Afhandelen leads\\COMPLETE,10912,2011/10/01 12:12:27.600,15000,W_Afhandelen leads,COMPLETE
173688,W_Nabellen offertes\\START,,2011/10/01 12:15:41.290,20000,W_Nabellen offertes,START
173688,W_Nabellen offertes\\COMPLETE,,2011/10/01 12:17:08.924,20000,W_Nabellen offertes,COMPLETE
173715,W_Completeren aanvraag\\START,10912,2011/10/01 12:18:51.701,45000,W_Completeren aanvraag,START
173724,W_Afhandelen leads\\START,10939,2011/10/01 12:19:56.702,15000,W_Afhandelen leads,START
173724,A_PREACCEPTED\\COMPLETE,10939,2011/10/01 12:20:54.061,15000,A_PREACCEPTED,COMPLETE
173724,W_Completeren aanvraag\\SCHEDULE,10939,2011/10/01 12:20:54.150,15000,W_Completeren aanvraag,SCHEDULE
173724,W_Afhandelen leads\\COMPLETE,10939,2011/10/01 12:20:55.527,15000,W_Afhandelen leads,COMPLETE
173715,A_ACCEPTED\\COMPLETE,10912,2011/10/01 12:24:32.787,45000,A_ACCEPTED,COMPLETE
173715,O_SELECTED\\COMPLETE,10912,2011/10/01 12:30:20.556,45000,O_SELECTED,COMPLETE
173715,A_FINALIZED\\COMPLETE,10912,2011/10/01 12:30:20.556,45000,A_FINALIZED,COMPLETE
173715,O_CREATED\\COMPLETE,10912,2011/10/01 12:30:21.780,45000,O_CREATED,COMPLETE
173715,O_SENT\\COMPLETE,10912,2011/10/01 12:30:21.806,45000,O_SENT,COMPLETE
173715,W_Nabellen offertes\\SCHEDULE,10912,2011/10/01 12:30:21.896,45000,W_Nabellen offertes,SCHEDULE
173715,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 12:30:24.155,45000,W_Completeren aanvraag,COMPLETE
173730,A_SUBMITTED\\COMPLETE,112,2011/10/01 12:36:08.943,15000,A_SUBMITTED,COMPLETE
173730,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 12:36:09.207,15000,A_PARTLYSUBMITTED,COMPLETE
173730,A_PREACCEPTED\\COMPLETE,112,2011/10/01 12:36:59.265,15000,A_PREACCEPTED,COMPLETE
173730,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 12:36:59.652,15000,W_Completeren aanvraag,SCHEDULE
173733,A_SUBMITTED\\COMPLETE,112,2011/10/01 12:39:34.037,6000,A_SUBMITTED,COMPLETE
173733,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 12:39:34.130,6000,A_PARTLYSUBMITTED,COMPLETE
173733,W_Afhandelen leads\\SCHEDULE,112,2011/10/01 12:40:14.782,6000,W_Afhandelen leads,SCHEDULE
173703,W_Completeren aanvraag\\START,10912,2011/10/01 12:40:26.958,13500,W_Completeren aanvraag,START
173712,W_Completeren aanvraag\\START,11019,2011/10/01 12:59:13.844,30000,W_Completeren aanvraag,START
173736,A_SUBMITTED\\COMPLETE,112,2011/10/01 13:01:58.813,15000,A_SUBMITTED,COMPLETE
173736,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 13:01:59.052,15000,A_PARTLYSUBMITTED,COMPLETE
173703,A_CANCELLED\\COMPLETE,10912,2011/10/01 13:02:11.068,13500,A_CANCELLED,COMPLETE
173703,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 13:02:12.557,13500,W_Completeren aanvraag,COMPLETE
173736,A_PREACCEPTED\\COMPLETE,112,2011/10/01 13:02:44.257,15000,A_PREACCEPTED,COMPLETE
173736,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 13:02:44.607,15000,W_Completeren aanvraag,SCHEDULE
173712,W_Completeren aanvraag\\COMPLETE,11019,2011/10/01 13:03:35.216,30000,W_Completeren aanvraag,COMPLETE
173739,A_SUBMITTED\\COMPLETE,112,2011/10/01 13:12:58.663,10000,A_SUBMITTED,COMPLETE
173739,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 13:12:58.865,10000,A_PARTLYSUBMITTED,COMPLETE
173739,A_PREACCEPTED\\COMPLETE,112,2011/10/01 13:13:42.121,10000,A_PREACCEPTED,COMPLETE
173739,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 13:13:42.463,10000,W_Completeren aanvraag,SCHEDULE
173724,W_Completeren aanvraag\\START,10912,2011/10/01 13:24:12.098,15000,W_Completeren aanvraag,START
173724,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 13:27:08.763,15000,W_Completeren aanvraag,COMPLETE
173742,A_SUBMITTED\\COMPLETE,112,2011/10/01 13:44:12.627,6000,A_SUBMITTED,COMPLETE
173742,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 13:44:12.796,6000,A_PARTLYSUBMITTED,COMPLETE
173742,W_Afhandelen leads\\SCHEDULE,112,2011/10/01 13:44:28.518,6000,W_Afhandelen leads,SCHEDULE
173730,W_Completeren aanvraag\\START,10912,2011/10/01 13:52:49.258,15000,W_Completeren aanvraag,START
173730,W_Completeren aanvraag\\COMPLETE,10912,2011/10/01 13:55:31.990,15000,W_Completeren aanvraag,COMPLETE
173724,W_Completeren aanvraag\\START,,2011/10/01 14:01:52.452,15000,W_Completeren aanvraag,START
173724,W_Completeren aanvraag\\COMPLETE,,2011/10/01 14:02:01.804,15000,W_Completeren aanvraag,COMPLETE
173745,A_SUBMITTED\\COMPLETE,112,2011/10/01 14:08:16.294,2000,A_SUBMITTED,COMPLETE
173745,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 14:08:16.484,2000,A_PARTLYSUBMITTED,COMPLETE
173745,W_Afhandelen leads\\SCHEDULE,112,2011/10/01 14:08:29.623,2000,W_Afhandelen leads,SCHEDULE
173748,A_SUBMITTED\\COMPLETE,112,2011/10/01 14:09:16.088,5000,A_SUBMITTED,COMPLETE
173748,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 14:09:16.307,5000,A_PARTLYSUBMITTED,COMPLETE
173748,W_Afhandelen leads\\SCHEDULE,112,2011/10/01 14:10:03.002,5000,W_Afhandelen leads,SCHEDULE
173751,A_SUBMITTED\\COMPLETE,112,2011/10/01 14:14:39.442,10000,A_SUBMITTED,COMPLETE
173751,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 14:14:39.698,10000,A_PARTLYSUBMITTED,COMPLETE
173751,A_PREACCEPTED\\COMPLETE,112,2011/10/01 14:15:21.127,10000,A_PREACCEPTED,COMPLETE
173751,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 14:15:21.514,10000,W_Completeren aanvraag,SCHEDULE
173691,W_Completeren aanvraag\\START,,2011/10/01 14:27:57.775,5000,W_Completeren aanvraag,START
173691,A_ACCEPTED\\COMPLETE,10862,2011/10/01 14:33:54.614,5000,A_ACCEPTED,COMPLETE
173691,A_FINALIZED\\COMPLETE,10862,2011/10/01 14:35:46.016,5000,A_FINALIZED,COMPLETE
173691,O_SELECTED\\COMPLETE,10862,2011/10/01 14:35:46.016,5000,O_SELECTED,COMPLETE
173691,O_CREATED\\COMPLETE,10862,2011/10/01 14:35:47.488,5000,O_CREATED,COMPLETE
173691,O_SENT\\COMPLETE,10862,2011/10/01 14:35:47.583,5000,O_SENT,COMPLETE
173691,W_Nabellen offertes\\SCHEDULE,,2011/10/01 14:35:47.682,5000,W_Nabellen offertes,SCHEDULE
173691,W_Completeren aanvraag\\COMPLETE,,2011/10/01 14:35:48.791,5000,W_Completeren aanvraag,COMPLETE
173691,W_Nabellen offertes\\START,,2011/10/01 14:36:13.443,5000,W_Nabellen offertes,START
173691,W_Nabellen offertes\\COMPLETE,,2011/10/01 14:36:25.794,5000,W_Nabellen offertes,COMPLETE
173754,A_SUBMITTED\\COMPLETE,112,2011/10/01 14:50:09.763,20000,A_SUBMITTED,COMPLETE
173754,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 14:50:11.084,20000,A_PARTLYSUBMITTED,COMPLETE
173706,W_Completeren aanvraag\\START,,2011/10/01 14:50:26.172,18000,W_Completeren aanvraag,START
173754,A_PREACCEPTED\\COMPLETE,112,2011/10/01 14:50:51.260,20000,A_PREACCEPTED,COMPLETE
173754,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 14:50:51.581,20000,W_Completeren aanvraag,SCHEDULE
173733,W_Afhandelen leads\\START,10939,2011/10/01 14:54:11.886,6000,W_Afhandelen leads,START
173733,A_DECLINED\\COMPLETE,10939,2011/10/01 14:54:53.037,6000,A_DECLINED,COMPLETE
173733,W_Afhandelen leads\\COMPLETE,10939,2011/10/01 14:54:56.346,6000,W_Afhandelen leads,COMPLETE
173742,W_Afhandelen leads\\START,10939,2011/10/01 14:54:59.794,6000,W_Afhandelen leads,START
173742,A_PREACCEPTED\\COMPLETE,10939,2011/10/01 14:56:21.300,6000,A_PREACCEPTED,COMPLETE
173742,W_Completeren aanvraag\\SCHEDULE,10939,2011/10/01 14:56:21.343,6000,W_Completeren aanvraag,SCHEDULE
173742,W_Afhandelen leads\\COMPLETE,10939,2011/10/01 14:56:22.258,6000,W_Afhandelen leads,COMPLETE
173706,A_DECLINED\\COMPLETE,11111,2011/10/01 14:59:58.557,18000,A_DECLINED,COMPLETE
173706,W_Completeren aanvraag\\COMPLETE,,2011/10/01 15:00:02.537,18000,W_Completeren aanvraag,COMPLETE
173757,A_SUBMITTED\\COMPLETE,112,2011/10/01 15:02:58.635,25000,A_SUBMITTED,COMPLETE
173757,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 15:02:58.837,25000,A_PARTLYSUBMITTED,COMPLETE
173757,A_DECLINED\\COMPLETE,112,2011/10/01 15:03:36.223,25000,A_DECLINED,COMPLETE
173724,W_Completeren aanvraag\\START,11000,2011/10/01 15:12:31.862,15000,W_Completeren aanvraag,START
173730,W_Completeren aanvraag\\START,11203,2011/10/01 15:14:58.530,15000,W_Completeren aanvraag,START
173730,W_Completeren aanvraag\\COMPLETE,11203,2011/10/01 15:15:12.440,15000,W_Completeren aanvraag,COMPLETE
173760,A_SUBMITTED\\COMPLETE,112,2011/10/01 15:15:17.454,32000,A_SUBMITTED,COMPLETE
173724,W_Completeren aanvraag\\COMPLETE,11000,2011/10/01 15:15:17.707,15000,W_Completeren aanvraag,COMPLETE
173760,A_PARTLYSUBMITTED\\COMPLETE,112,2011/10/01 15:15:17.785,32000,A_PARTLYSUBMITTED,COMPLETE
173730,W_Completeren aanvraag\\START,11203,2011/10/01 15:15:21.163,15000,W_Completeren aanvraag,START
173760,A_PREACCEPTED\\COMPLETE,112,2011/10/01 15:15:57.085,32000,A_PREACCEPTED,COMPLETE
173760,W_Completeren aanvraag\\SCHEDULE,112,2011/10/01 15:15:57.399,32000,W_Completeren aanvraag,SCHEDULE
173745,W_Afhandelen leads\\START,10939,2011/10/01 15:19:46.902,2000,W_Afhandelen leads,START
173745,A_PREACCEPTED\\COMPLETE,10939,2011/10/01 15:21:26.216,2000,A_PREACCEPTED,COMPLETE
173745,W_Completeren aanvraag\\SCHEDULE,10939,2011/10/01 15:21:26.264,2000,W_Completeren aanvraag,SCHEDULE
173745,W_Afhandelen leads\\COMPLETE,10939,2011/10/01 15:21:27.382,2000,W_Afhandelen leads,COMPLETE
173748,W_Afhandelen leads\\START,10939,2011/10/01 15:21:30.425,5000,W_Afhandelen leads,START
173748,A_PREACCEPTED\\COMPLETE,10939,2011/10/01 15:24:16.783,5000,A_PREACCEPTED,COMPLETE
173748,W_Completeren aanvraag\\SCHEDULE,10939,2011/10/01 15:24:16.818,5000,W_Completeren aanvraag,SCHEDULE
173748,W_Afhandelen leads\\COMPLETE,10939,2011/10/01 15:24:17.903,5000,W_Afhandelen leads,COMPLETE
173736,W_Completeren aanvraag\\START,11019,2011/10/01 15:25:56.976,15000,W_Completeren aanvraag,START
173739,W_Completeren aanvraag\\START,11000,2011/10/01 15:26:10.309,10000,W_Completeren aanvraag,START
173739,W_Completeren aanvraag\\COMPLETE,11000,2011/10/01 15:27:27.909,10000,W_Completeren aanvraag,COMPLETE
173751,W_Completeren aanvraag\\START,11000,2011/10/01 15:27:54.581,10000,W_Completeren aanvraag,START
173730,W_Completeren aanvraag\\COMPLETE,11203,2011/10/01 15:31:19.388,15000,W_Completeren aanvraag,COMPLETE
173730,W_Completeren aanvraag\\START,11203,2011/10/01 15:31:39.115,15000,W_Completeren aanvraag,START
173751,W_Completeren aanvraag\\COMPLETE,11000,2011/10/01 15:34:03.433,10000,W_Completeren aanvraag,COMPLETE
173754,W_Completeren aanvraag\\START,11000,2011/10/01 15:34:08.620,20000,W_Completeren aanvraag,START
173730,A_ACCEPTED\\COMPLETE,11203,2011/10/01 15:36:06.372,15000,A_ACCEPTED,COMPLETE
173739,W_Completeren aanvraag\\START,,2011/10/01 15:39:44.061,10000,W_Completeren aanvraag,START
173730,O_SELECTED\\COMPLETE,11203,2011/10/01 15:40:08.254,15000,O_SELECTED,COMPLETE
173730,A_FINALIZED\\COMPLETE,11203,2011/10/01 15:40:08.255,15000,A_FINALIZED,COMPLETE
173736,W_Completeren aanvraag\\COMPLETE,11019,2011/10/01 15:40:09.622,15000,W_Completeren aanvraag,COMPLETE
173730,O_CREATED\\COMPLETE,11203,2011/10/01 15:40:09.986,15000,O_CREATED,COMPLETE
173730,O_SENT\\COMPLETE,11203,2011/10/01 15:40:10.012,15000,O_SENT,COMPLETE
173730,W_Nabellen offertes\\SCHEDULE,11203,2011/10/01 15:40:10.083,15000,W_Nabellen offertes,SCHEDULE
173730,W_Completeren aanvraag\\COMPLETE,11203,2011/10/01 15:40:12.281,15000,W_Completeren aanvraag,COMPLETE
173739,W_Completeren aanvraag\\COMPLETE,,2011/10/01 15:42:01.062,10000,W_Completeren aanvraag,COMPLETE
173730,W_Nabellen offertes\\START,11203,2011/10/01 15:43:00.152,15000,W_Nabellen offertes,START
173742,W_Completeren aanvraag\\START,,2011/10/01 15:43:28.867,6000,W_Completeren aanvraag,START
173754,W_Completeren aanvraag\\COMPLETE,11000,2011/10/01 15:44:41.812,20000,W_Completeren aanvraag,COMPLETE
173739,W_Completeren aanvraag\\START,11000,2011/10/01 15:44:57.589,10000,W_Completeren aanvraag,START
